作者,詩歌數量,總字符數,平均每首詩字符數,1gram詞彙數,2gram詞彙數,3gram詞彙數,4gram詞彙數
丁居晦著,1,66,66.0,50,50,50,50
馮待征著,1,208,208.0,50,50,50,50
沈祖仙著,1,44,44.0,42,42,42,41
朱延齡著,1,72,72.0,50,50,50,50
王沈著,1,34,34.0,29,31,31,31
周岳秀著,1,62,62.0,50,50,50,50
杜周士著,1,72,72.0,50,50,50,50
裴元著,1,72,72.0,50,50,50,50
邵士彥著,1,44,44.0,41,42,42,41
冷朝光著,1,31,31.0,23,29,29,28
陳嶰著,1,36,36.0,31,32,32,32
衛萬著,1,65,65.0,50,50,50,50
李章著,1,50,50.0,43,47,47,47
羅維著,1,69,69.0,50,50,50,50
樂伸著,1,72,72.0,50,50,50,50
管雄甫著,1,72,72.0,50,50,50,50
南巨川著,1,66,66.0,50,50,50,50
李伉著,1,36,36.0,26,30,31,32
陳政著,1,144,144.0,50,50,50,50
郭邕著,1,69,69.0,50,50,50,50
胡權著,1,72,72.0,50,50,50,50
崔藩著,1,72,72.0,50,50,50,50
張鴻著,1,48,48.0,42,44,44,44
苗仲方著,1,72,72.0,50,50,50,50
徐至著,1,72,72.0,50,50,50,50
紇幹諷著,1,72,72.0,50,50,50,50
景池著,1,48,48.0,42,44,44,44
苑gT著,1,72,72.0,50,50,50,50
羅泰著,1,72,72.0,50,50,50,50
方澤著,1,36,36.0,31,32,32,32
潘求仁著,1,24,24.0,21,23,22,21
朱休著,1,72,72.0,50,50,50,50
張侹著,1,32,32.0,29,30,30,29
成崿著,1,72,72.0,50,50,50,50
張陵著,1,32,32.0,30,30,30,29
呂價著,1,72,72.0,50,50,50,50
崔江著,1,36,36.0,30,31,32,32
李建業著,1,44,44.0,40,42,42,41
蕭意著,1,24,24.0,22,22,22,21
吳大江著,1,44,44.0,42,42,42,41
荊叔著,1,24,24.0,24,23,22,21
李勳著,1,72,72.0,50,50,50,50
虞羽客著,1,120,120.0,50,50,50,50
夏侯楚著,1,72,72.0,50,50,50,50
張熾著,1,22,22.0,17,19,19,19
劉元叔著,1,180,180.0,50,50,50,50
王季友2著,1,69,69.0,50,50,50,50
叔孫玄觀著,1,69,69.0,50,50,50,50
蕭靜著,1,36,36.0,30,31,32,32
王訓著,1,46,46.0,41,43,43,43
張欽敬著,1,69,69.0,50,50,50,50
徐之才著,1,24,24.0,22,22,22,21
鄧陟著,1,71,71.0,50,50,50,50
蔡瑰著,1,156,156.0,50,50,50,50
王言史著,1,120,120.0,50,50,50,50
劉廓著,1,46,46.0,42,43,43,43
何敬著,1,64,64.0,50,50,50,50
朱晦著,1,36,36.0,28,32,32,32
唐溫如著,1,36,36.0,32,32,32,32
唐堯客著,1,184,184.0,50,50,50,50
李倫著,1,44,44.0,40,42,42,41
沈麟著,1,48,48.0,40,44,44,44
李逸著,1,48,48.0,43,44,44,44
潘佐著,1,24,24.0,22,23,22,21
賈宗著,1,72,72.0,50,50,50,50
歐陽賓著,1,34,34.0,27,31,31,31
王約著,1,72,72.0,50,50,50,50
郭求著,1,72,72.0,50,50,50,50
鄭師貞著,1,72,72.0,50,50,50,50
林珝著,1,48,48.0,44,44,44,44
趙鐸著,1,96,96.0,50,50,50,50
楊彝著,1,48,48.0,41,44,44,44
裴瑤著,1,36,36.0,32,32,32,32
蔡文恭著,1,72,72.0,50,50,50,50
張軫著,1,48,48.0,41,43,44,44
鄭德玄著,1,48,48.0,43,44,44,44
鄭玉著,1,32,32.0,28,30,30,29
麻溫其著,1,64,64.0,50,50,50,50
韋鎰著,1,120,120.0,50,50,50,50
潘圖著,1,24,24.0,24,23,22,21
林琨著,1,66,66.0,50,50,50,50
黃文著,1,60,60.0,50,50,50,50
衛葉著,1,48,48.0,41,44,44,44
姚偓著,1,46,46.0,42,43,43,43
李歸唐著,1,34,34.0,29,31,31,31
盧鉟著,1,62,62.0,50,50,50,50
潘雍著,1,36,36.0,31,32,32,32
梁陟著,1,48,48.0,41,44,44,44
方愚著,1,34,34.0,28,31,31,31
朱延著,1,48,48.0,43,44,44,44
夏侯子雲著,1,22,22.0,22,21,20,19
滕潛著,1,72,72.0,50,50,50,50
令狐挺著,1,36,36.0,31,32,32,32
柳明獻著,1,24,24.0,23,23,22,21
魏巒著,1,24,24.0,21,21,21,21
顧甄遠著,1,324,324.0,50,50,50,50
王揆著,1,158,158.0,50,50,50,50
李季華著,1,24,24.0,22,22,22,21
韋道遜著,1,46,46.0,41,42,43,43
王玄著,1,22,22.0,22,21,20,19
趙起著,1,48,48.0,42,44,44,44
寇埴著,1,48,48.0,44,44,44,44
馮渚著,1,104,104.0,50,50,50,50
錢戭著,1,48,48.0,42,43,44,44
李澣著,1,24,24.0,24,23,22,21
孫咸著,1,64,64.0,50,50,50,50
王夢周著,1,36,36.0,30,32,32,32
慕容韋著,1,24,24.0,24,23,22,21
盧子發著,1,34,34.0,28,30,31,31
沈徽著,1,144,144.0,50,50,50,50
陶拱著,1,72,72.0,50,50,50,50
張南容著,1,100,100.0,50,50,50,50
殷益著,1,46,46.0,43,43,43,43
熊曜著,1,110,110.0,50,50,50,50
歐陽瑾著,1,46,46.0,40,43,43,43
嚴郭著,1,64,64.0,50,50,50,50
謝太虛著,1,96,96.0,50,50,50,50
曹修古著,1,22,22.0,21,21,20,19
魏兼恕著,1,48,48.0,44,44,44,44
楊逵著,1,48,48.0,44,44,44,44
王邵著,1,48,48.0,42,44,44,44
李得著,1,48,48.0,40,44,44,44
徐謙著,1,48,48.0,43,44,44,44
馮道之著,1,69,69.0,50,50,50,50
徐介著,1,48,48.0,43,44,44,44
劉gL著,1,48,48.0,39,42,44,44
李聰著,1,31,31.0,26,29,29,28
楊持著,1,24,24.0,24,23,22,21
趙湘著,1,48,48.0,43,44,44,44
張懷著,1,64,64.0,50,50,50,50
楊行敏著,1,72,72.0,50,50,50,50
範夜著,1,22,22.0,22,21,20,19
方棫著,1,22,22.0,22,21,20,19
王景中著,1,72,72.0,50,50,50,50
鄧倚著,1,66,66.0,50,50,50,50
湯洙著,1,69,69.0,50,50,50,50
李建樞著,1,32,32.0,25,29,30,29
張複元著,1,72,72.0,50,50,50,50
吳秘著,1,72,72.0,50,50,50,50
唐堯臣著,1,215,215.0,50,50,50,50
吳英秀著,1,32,32.0,27,29,30,29
朱華著,1,72,72.0,50,50,50,50
戴察著,1,72,72.0,50,50,50,50
張保嗣著,1,36,36.0,32,32,32,32
豆盧回著,1,181,181.0,50,50,50,50
孫顧著,1,72,72.0,50,50,50,50
權徹著,1,86,86.0,50,50,50,50
郭汭著,1,72,72.0,50,50,50,50
徐玄之著,1,74,74.0,50,50,50,50
吳燭著,1,34,34.0,31,31,31,31
張敬徽著,1,46,46.0,42,43,43,43
邢象玉著,1,88,88.0,50,50,50,50
戴休珽著,1,88,88.0,50,50,50,50
陳璀著,1,72,72.0,50,50,50,50
顏胄著,1,188,188.0,50,50,50,50
林璠著,1,48,48.0,43,44,44,44
裴杞著,1,72,72.0,50,50,50,50
衛光一著,1,46,46.0,40,42,43,43
李謹言著,1,72,72.0,50,50,50,50
張子明著,1,60,60.0,50,50,50,50
柳曾著,1,163,163.0,50,50,50,50
鄭嚴著,1,48,48.0,44,44,44,44
陳凝著,1,42,42.0,41,41,40,39
陳祜著,1,72,72.0,50,50,50,50
王瓚著,1,120,120.0,50,50,50,50
理瑩著,1,120,120.0,50,50,50,50
徐元鼎著,1,72,72.0,50,50,50,50
安邑坊女著,1,23,23.0,23,22,21,20
原陵老翁著,1,245,245.0,50,50,50,50
長須國駙馬著,1,26,26.0,21,25,24,23
張守中著,1,30,30.0,29,29,28,27
穠華著,1,15,15.0,14,14,13,12
無名女鬼著,1,24,24.0,24,23,22,21
劉氏亡婦著,1,72,72.0,44,50,50,50
魏朋妻著,1,69,69.0,50,50,50,50
金車美人著,1,200,200.0,50,50,50,50
宮嬪著,1,136,136.0,50,50,50,50
蘇檢著,1,36,36.0,31,32,32,32
蘇檢妻著,1,24,24.0,24,23,22,21
韋檢亡姬著,1,34,34.0,28,31,31,31
湘中女子著,1,24,24.0,24,23,22,21
柳藏經著,1,48,48.0,44,44,44,44
陳宮妃嬪著,1,144,144.0,50,50,50,50
沙磧女子著,1,36,36.0,32,32,32,32
蕭曠著,1,36,36.0,32,32,32,32
織綃女著,1,36,36.0,31,32,32,32
甄後著,1,36,36.0,32,32,32,32
密陀僧著,1,24,24.0,22,23,22,21
客戶裏女子著,1,34,34.0,30,31,31,31
王麗真著,1,64,64.0,50,50,50,50
李助著,1,23,23.0,23,22,21,20
王氏婦著,1,174,174.0,50,50,50,50
臨淄縣主著,1,558,558.0,50,50,50,50
孔氏著,1,72,72.0,50,50,50,50
李微著,1,60,60.0,50,50,50,50
鐵銚著,1,36,36.0,30,32,32,32
朱均著,1,110,110.0,50,50,50,50
漳郡守著,1,36,36.0,30,32,32,32
省吏著,1,24,24.0,23,23,22,21
長孫無忌著,1,24,24.0,24,23,22,21
李旦著,1,19,19.0,18,18,17,16
李淵著,1,24,24.0,23,23,22,21
曾崇范妻著,1,13,13.0,13,12,11,10
胥偃著,1,13,13.0,12,12,11,10
任玠著,1,18,18.0,18,17,16,15
周延翰著,1,10,10.0,10,9,8,7
病狂人著,1,52,52.0,44,49,50,49
張氏女著,1,36,36.0,32,32,32,32
張生妻著,1,147,147.0,50,50,50,50
白氏著,1,26,26.0,23,25,24,23
張生著,1,46,46.0,30,40,41,42
破笛著,1,36,36.0,30,32,32,32
盧絳著,1,84,84.0,50,50,50,50
國邵南著,1,24,24.0,24,23,22,21
郭仁表著,1,38,38.0,36,37,36,35
劉景複著,1,248,248.0,50,50,50,50
盧獻卿著,1,23,23.0,23,22,21,20
石季武著,1,23,23.0,23,22,21,20
邢鳳著,1,36,36.0,30,31,32,32
李豫著,1,18,18.0,14,17,16,15
李亨著,1,19,19.0,17,18,17,16
孫長史女著,1,96,96.0,50,50,50,50
少年著,1,24,24.0,23,23,22,21
禿帚著,1,36,36.0,32,32,32,32
夷陵女郎著,1,127,127.0,50,50,50,50
崔常侍著,1,36,36.0,25,32,32,32
裴玄智著,1,24,24.0,24,23,22,21
冥吏著,1,21,21.0,18,19,19,18
河湄鬼著,1,23,23.0,23,22,21,20
巴峽鬼著,1,22,22.0,22,21,20,19
釋明解著,1,48,48.0,44,44,44,44
慕容垂著,1,24,24.0,19,23,22,21
吳興神女著,1,24,24.0,23,23,22,21
黃陵美人著,1,36,36.0,31,32,32,32
廣利王女著,1,72,72.0,50,50,50,50
瀵水神著,1,13,13.0,9,12,11,10
太白山神著,1,21,21.0,20,20,19,18
輔國將軍著,1,45,45.0,40,41,41,41
李序著,1,23,23.0,23,22,21,20
水府君著,1,180,180.0,50,50,50,50
龍護老人著,1,38,38.0,32,34,35,35
李叔霽著,1,23,23.0,22,22,21,20
洞庭龍君著,1,212,212.0,50,50,50,50
妙女著,1,14,14.0,14,13,12,11
楊損著,1,34,34.0,30,31,31,31
桃花夫人著,1,36,36.0,32,32,32,32
毛女正美著,1,60,60.0,50,50,50,50
王氏女著,1,36,36.0,32,32,32,32
吳彩鸞著,1,30,30.0,29,29,28,27
觀梅女仙著,1,32,32.0,29,30,30,29
青童著,1,36,36.0,29,32,32,32
慈恩院女仙著,1,72,72.0,50,50,50,50
吳清妻著,1,170,170.0,50,50,50,50
南溟夫人著,1,36,36.0,28,31,32,32
介胄鬼著,1,64,64.0,50,50,50,50
竇裕著,1,24,24.0,21,21,21,21
張仁寶著,1,36,36.0,30,32,32,32
石恪著,1,64,64.0,50,50,50,50
峽中白衣著,1,34,34.0,29,30,31,31
任彥思家鬼著,1,23,23.0,23,22,21,20
崇聖寺鬼著,1,64,64.0,50,50,50,50
塚中人著,1,33,33.0,24,28,29,29
商山客死生著,1,66,66.0,50,50,50,50
徐侃著,1,38,38.0,29,33,34,34
巴陵館鬼著,1,34,34.0,27,30,31,31
隔窗鬼著,1,36,36.0,30,32,32,32
長安中鬼著,1,34,34.0,26,30,31,31
田達誠宅鬼著,1,30,30.0,26,29,28,27
九華山白衣著,1,30,30.0,25,29,28,27
趙z7著,1,23,23.0,18,22,21,20
甘露寺鬼著,1,103,103.0,50,50,50,50
書生著,1,34,34.0,27,31,31,31
鄭適著,1,34,34.0,23,27,28,29
商山三丈夫著,1,48,48.0,30,34,37,39
張省躬著,1,24,24.0,20,22,22,21
蕭微著,1,36,36.0,32,32,32,32
河中鬼著,1,26,26.0,25,25,24,23
襄陽舉人著,1,30,30.0,28,29,28,27
沈青箱著,1,48,48.0,44,44,44,44
鄭瓊羅著,1,34,34.0,27,31,31,31
劉溉著,1,34,34.0,27,31,31,31
尉佗著,1,36,36.0,32,32,32,32
韓弇著,1,23,23.0,23,22,21,20
陸憑著,1,23,23.0,20,22,21,20
選人著,1,24,24.0,23,23,22,21
竇昉著,1,71,71.0,50,50,50,50
崔少玄著,1,64,64.0,49,50,50,50
韋洪著,1,61,61.0,50,50,50,50
胡傳美著,1,64,64.0,50,50,50,50
錢信著,1,24,24.0,22,22,22,21
崔融2著,1,24,24.0,23,23,22,21
吳黔著,1,44,44.0,42,42,42,41
吳士矩著,1,36,36.0,31,32,32,32
暢甫著,1,48,48.0,44,44,44,44
李夐著,1,144,144.0,50,50,50,50
公孫杲著,1,48,48.0,44,44,44,44
林披著,1,38,38.0,28,31,32,33
鄭露著,1,23,23.0,21,21,21,20
張紹著,1,414,414.0,50,50,50,50
馬乂著,1,72,72.0,50,50,50,50
任要著,1,60,60.0,49,50,50,50
路應著,1,168,168.0,50,50,50,50
盧言著,1,24,24.0,23,23,22,21
崔善為著,1,48,48.0,39,43,44,44
陳叔達著,1,60,60.0,47,50,50,50
褚亮著,1,78,78.0,50,50,50,50
李瀚2著,1,2502,2502.0,50,50,50,50
張幹著,1,16,16.0,15,15,14,13
宋元素著,1,36,36.0,32,32,32,32
趙武建著,1,24,24.0,22,23,22,21
張翱著,1,18,18.0,17,17,16,15
伶人著,1,12,12.0,12,11,10,9
王魯著,1,12,12.0,12,11,10,9
蕭結著,1,19,19.0,19,18,17,16
許宏著,1,34,34.0,28,30,31,31
李縝著,1,168,168.0,50,50,50,50
杜兼著,1,25,25.0,23,24,23,22
康駢著,1,56,56.0,50,50,50,50
王麗真女郎著,1,31,31.0,23,30,29,28
閩後陳氏著,1,60,60.0,45,50,50,50
楊貴妃著,1,31,31.0,29,30,29,28
林楚翹著,1,50,50.0,46,47,47,47
許岷著,1,124,124.0,50,50,50,50
劉侍讀著,1,46,46.0,42,43,43,43
庾傳素著,1,62,62.0,50,50,50,50
歐陽彬2著,1,46,46.0,42,43,43,43
鐘輻著,1,101,101.0,50,50,50,50
張曙2著,1,48,48.0,45,45,45,45
鄭符著,1,21,21.0,18,18,18,18
崔懷寶著,1,30,30.0,29,29,28,27
竇弘餘著,1,56,56.0,49,50,50,50
戴公懷著,1,168,168.0,50,50,50,50
裴談著,1,27,27.0,25,25,25,24
孟昶著,1,62,62.0,50,50,50,50
李隆基著,1,51,51.0,44,46,47,48
清豁著,1,34,34.0,23,30,31,31
馬令著,1,165,165.0,50,50,50,50
尉遲汾著,1,360,360.0,50,50,50,50
薛光謙著,1,72,72.0,50,50,50,50
扈載著,1,44,44.0,38,42,42,41
郭密之著,1,120,120.0,50,50,50,50
宇文鼎著,1,23,23.0,21,21,21,20
崔耿著,1,34,34.0,31,32,32,31
孟翔著,1,134,134.0,50,50,50,50
皇甫大夫著,1,48,48.0,39,42,43,44
李兼著,1,20,20.0,19,19,18,17
梁寶著,1,73,73.0,48,50,50,50
黃幡綽著,1,38,38.0,22,28,33,34
姚嶸著,1,36,36.0,31,32,32,32
崔立言著,1,36,36.0,29,32,32,32
徐彥若著,1,14,14.0,13,13,12,11
孫子多著,1,36,36.0,26,32,32,32
鄭光業著,1,20,20.0,17,19,18,17
朱澤著,1,36,36.0,30,32,32,32
嚴震著,1,46,46.0,26,37,40,41
孔顒著,1,36,36.0,30,32,32,32
賀遂涉著,1,24,24.0,24,23,22,21
高亭著,1,18,18.0,17,17,16,15
史思明著,1,22,22.0,14,17,18,19
張懷慶著,1,36,36.0,32,32,32,32
石惠泰著,1,24,24.0,24,23,22,21
柳逢著,1,23,23.0,22,22,21,20
邵景著,1,30,30.0,29,29,28,27
韋鏗著,1,34,34.0,29,31,31,31
麹崇裕著,1,24,24.0,23,23,22,21
封抱一著,1,22,22.0,22,21,20,19
吳人著,1,22,22.0,18,21,20,19
中宗朝優人著,1,30,30.0,25,26,27,27
楊廷玉著,1,31,31.0,26,27,28,28
陸子著,1,22,22.0,21,21,20,19
梁載言著,1,48,48.0,42,44,44,44
石抱忠著,1,56,56.0,48,50,50,50
李榮著,1,24,24.0,20,23,22,21
釋元康著,1,33,33.0,27,28,29,29
李日新著,1,34,34.0,29,30,30,30
黎瓘著,1,36,36.0,30,32,32,32
僧法軌著,1,33,33.0,24,28,29,29
歸氏子著,1,36,36.0,30,32,32,32
何承裕著,1,18,18.0,18,17,16,15
陳嶠著,1,18,18.0,18,17,16,15
羅穎著,1,18,18.0,18,17,16,15
商則著,1,14,14.0,13,13,12,11
蔡押衙著,1,16,16.0,13,13,13,13
包賀著,1,46,46.0,35,39,40,41
蘇芸著,1,14,14.0,14,13,12,11
周顓著,1,34,34.0,31,31,31,31
座客著,1,34,34.0,31,31,31,31
楊鸞著,1,32,32.0,30,30,30,29
李晝著,1,36,36.0,32,32,32,32
張魯封著,1,36,36.0,32,32,32,32
李和風著,1,36,36.0,31,32,32,32
陸岩夢著,1,64,64.0,50,50,50,50
閻敬愛著,1,36,36.0,31,32,32,32
甘洽著,1,44,44.0,29,35,38,39
劉炎著,1,18,18.0,18,17,16,15
太守著,1,24,24.0,21,21,21,21
李令著,1,32,32.0,29,30,30,29
郫城令著,1,34,34.0,31,31,31,31
楊苧蘿著,1,24,24.0,24,23,22,21
馮暉著,1,14,14.0,13,13,12,11
李花開著,1,24,24.0,24,23,22,21
馮道幕客著,1,36,36.0,29,31,32,32
荊人著,1,24,24.0,22,22,22,21
李都著,1,64,64.0,50,50,50,50
戚逍遙著,1,30,30.0,29,29,28,27
張雲容著,1,144,144.0,50,50,50,50
呂炅著,1,72,72.0,50,50,50,50
七歲女子著,1,22,22.0,22,21,20,19
慎氏著,1,34,34.0,30,31,31,31
侯氏著,1,64,64.0,50,50,50,50
張立本女著,1,30,30.0,29,29,28,27
薛媛著,1,48,48.0,43,44,44,44
陳玉蘭著,1,32,32.0,23,30,30,29
崔氏著,1,32,32.0,22,25,27,28
楊德麟著,1,24,24.0,24,23,22,21
裴淑著,1,46,46.0,43,43,43,43
王氏著,1,34,34.0,30,31,31,31
郭紹蘭著,1,22,22.0,20,21,20,19
趙氏1著,1,176,176.0,50,50,50,50
林氏著,1,96,96.0,50,50,50,50
喬氏著,1,23,23.0,23,22,21,20
任氏著,1,82,82.0,45,50,50,50
魏氏著,1,188,188.0,50,50,50,50
楊容華著,1,46,46.0,42,43,43,43
寶曆宮人著,1,11,11.0,10,10,9,8
金真德著,1,115,115.0,50,50,50,50
李玉簫著,1,32,32.0,29,30,30,29
僖宗宮人著,1,23,23.0,20,22,21,20
宣宗宮人著,1,23,23.0,21,21,21,20
德宗宮人著,1,24,24.0,20,22,22,21
開元宮人著,1,46,46.0,41,43,43,43
武后宮人著,1,46,46.0,41,42,43,43
安守範著,1,67,67.0,50,50,50,50
李景儉著,1,66,66.0,47,50,50,50
薛瑤著,1,28,28.0,24,26,26,25
蔣氏著,1,24,24.0,24,23,22,21
華山老人著,1,32,32.0,25,30,30,29
葛氏女著,1,34,34.0,29,31,31,31
楚兒著,1,64,64.0,50,50,50,50
襄陽妓著,1,36,36.0,32,32,32,32
舞柘枝女著,1,36,36.0,32,32,32,32
武昌妓著,1,36,36.0,31,32,32,32
太原妓著,1,36,36.0,30,32,32,32
劉采春著,1,144,144.0,50,50,50,50
曹文姬著,1,15,15.0,15,14,13,12
誰氏女著,1,36,36.0,28,31,32,32
若耶溪女子著,1,36,36.0,29,31,32,32
湘驛女子著,1,24,24.0,23,23,22,21
京兆女子著,1,36,36.0,32,32,32,32
李主簿姬著,1,32,32.0,30,30,30,29
劉氏婦著,1,68,68.0,44,50,50,50
周仲美著,1,78,78.0,50,50,50,50
劉元載妻著,1,32,32.0,29,30,30,29
長孫佐轉妻著,1,88,88.0,50,50,50,50
趙虛舟著,1,32,32.0,30,30,30,29
薛瓊著,1,23,23.0,23,22,21,20
劉淑柔著,1,48,48.0,40,44,44,44
裴羽仙著,1,72,72.0,50,50,50,50
嚴續姬著,1,32,32.0,29,30,30,29
崔素娥著,1,36,36.0,29,32,32,32
趙氏3著,1,60,60.0,50,50,50,50
崔紫雲著,1,36,36.0,32,32,32,32
紅綃妓著,1,34,34.0,31,31,31,31
程洛賓著,1,36,36.0,32,32,32,32
終南山翁著,1,32,32.0,30,30,30,29
衡州舟子著,1,30,30.0,28,29,28,27
顏令賓著,1,24,24.0,23,23,22,21
李胄著,1,72,72.0,50,50,50,50
沈鵬著,1,69,69.0,50,50,50,50
顧偉著,1,72,72.0,50,50,50,50
盧征著,1,72,72.0,50,50,50,50
徐仁嗣著,1,72,72.0,50,50,50,50
王若岩著,1,72,72.0,50,50,50,50
濮陽瓘著,1,69,69.0,50,50,50,50
張何著,1,66,66.0,50,50,50,50
張公乂著,1,72,72.0,50,50,50,50
鄭袞著,1,72,72.0,50,50,50,50
萬俟造著,1,72,72.0,50,50,50,50
宋迪著,1,72,72.0,50,50,50,50
鄭述誠著,1,72,72.0,50,50,50,50
李子昂著,1,96,96.0,50,50,50,50
張元正著,1,72,72.0,50,50,50,50
孟匡明著,1,72,72.0,50,50,50,50
袁求賢著,1,72,72.0,50,50,50,50
鄭昉著,1,96,96.0,50,50,50,50
孟翱著,1,72,72.0,50,50,50,50
吳叔達著,1,72,72.0,50,50,50,50
鄭馥著,1,96,96.0,50,50,50,50
崔宗著,1,72,72.0,50,50,50,50
裴大章著,1,72,72.0,50,50,50,50
葉元良著,1,72,72.0,50,50,50,50
石倚著,1,72,72.0,50,50,50,50
王卓著,1,96,96.0,50,50,50,50
劉公興著,1,72,72.0,50,50,50,50
薛少殷著,1,72,72.0,50,50,50,50
辛學士著,1,24,24.0,24,23,22,21
驪山遊人著,1,36,36.0,28,30,32,32
懿宗朝舉子著,1,134,134.0,50,50,50,50
天嶠遊人著,1,36,36.0,31,32,32,32
建業蔔者著,1,36,36.0,30,31,32,32
吏部選人著,1,24,24.0,23,23,22,21
江陵士子著,1,62,62.0,50,50,50,50
崔公佐客著,1,36,36.0,32,32,32,32
同穀子著,1,180,180.0,50,50,50,50
婺州山中人著,1,21,21.0,21,20,19,18
黃山隱著,1,46,46.0,42,43,43,43
太上隱者著,1,22,22.0,22,21,20,19
西鄙人著,1,23,23.0,21,21,21,20
唐末朝士著,1,36,36.0,29,31,32,32
白衫舉子著,1,30,30.0,28,29,28,27
元和舉子著,1,36,36.0,27,31,32,32
鄭僕射著,1,24,24.0,24,23,22,21
貞元文士著,1,36,36.0,32,32,32,32
洪州將軍著,1,36,36.0,31,32,32,32
僖宗北省官著,1,32,32.0,29,30,30,29
天寶時人著,1,36,36.0,30,31,32,32
神龍從臣著,1,36,36.0,31,32,32,32
景龍文館士著,1,36,36.0,32,32,32,32
京兆韋氏子著,1,34,34.0,31,31,31,31
繆氏子著,1,34,34.0,30,31,31,31
曹生著,1,36,36.0,32,32,32,32
吳公著,1,22,22.0,21,21,20,19
梁補闕著,1,36,36.0,32,32,32,32
鄭中丞著,1,24,24.0,23,23,22,21
王蘇蘇著,1,34,34.0,30,31,31,31
平康妓著,1,36,36.0,32,32,32,32
陳蓬著,1,11,11.0,11,10,9,8
吳子來著,1,84,84.0,50,50,50,50
侯道華著,1,69,69.0,50,50,50,50
欒清著,1,24,24.0,21,22,22,21
趙惠宗著,1,86,86.0,50,50,50,50
李遐周著,1,22,22.0,22,21,20,19
申歡著,1,24,24.0,24,23,22,21
成真人著,1,22,22.0,22,21,20,19
張果著,1,64,64.0,50,50,50,50
葉法善著,1,132,132.0,50,50,50,50
孫思邈著,1,163,163.0,50,50,50,50
魚又玄著,1,87,87.0,50,50,50,50
彭曉著,1,128,128.0,50,50,50,50
虞有賢著,1,87,87.0,50,50,50,50
範堯佐著,1,59,59.0,50,50,50,50
樊夫人著,1,34,34.0,31,31,31,31
李升著,1,36,36.0,31,32,32,32
軒轅彌明著,1,64,64.0,50,50,50,50
裴翛然著,1,24,24.0,22,23,22,21
司馬退之著,1,100,100.0,50,50,50,50
張氳著,1,72,72.0,50,50,50,50
司馬承禎著,1,64,64.0,50,50,50,50
荊州僧著,1,6,6.0,6,5,4,3
靈准著,1,11,11.0,11,10,9,8
志定著,1,30,30.0,28,29,28,27
玄幽著,1,15,15.0,14,14,13,12
雲容著,1,6,6.0,6,5,4,3
知業著,1,15,15.0,15,14,13,12
裴航著,1,36,36.0,32,32,32,32
陸禹臣著,1,23,23.0,22,22,21,20
淡然著,1,11,11.0,11,10,9,8
蜀酒閣道人著,1,30,30.0,29,29,28,27
鄭冠卿著,1,15,15.0,15,14,13,12
陳複休著,1,15,15.0,15,14,13,12
曲龍山仙著,1,136,136.0,50,50,50,50
鄰道場人著,1,34,34.0,30,31,31,31
太白山玄士著,1,34,34.0,23,28,31,31
太乙真君著,1,36,36.0,31,32,32,32
青城丈人著,1,36,36.0,30,32,32,32
許大著,1,34,34.0,31,31,31,31
樵夫著,1,24,24.0,21,21,21,21
成都醉道士著,1,180,180.0,50,50,50,50
萼嶺書生著,1,36,36.0,31,32,32,32
章江書生著,1,30,30.0,28,29,28,27
黃冠野夫著,1,48,48.0,37,42,44,44
李真著,1,32,32.0,25,27,28,28
廣陵道士著,1,22,22.0,22,21,20,19
隱者著,1,36,36.0,30,32,32,32
希道著,1,76,76.0,50,50,50,50
嵩岳諸仙著,1,477,477.0,50,50,50,50
春台仙著,1,138,138.0,50,50,50,50
清遠道士著,1,144,144.0,50,50,50,50
藍采和著,1,68,68.0,50,50,50,50
徐釣者著,1,32,32.0,29,30,30,29
李浩著,1,144,144.0,50,50,50,50
趙自然著,1,21,21.0,21,20,19,18
段穀著,1,42,42.0,40,41,40,39
吳涵虛著,1,62,62.0,50,50,50,50
庭實著,1,11,11.0,11,10,9,8
契盈著,1,15,15.0,15,14,13,12
盛小叢著,1,36,36.0,29,32,32,32
羅炯著,1,64,64.0,50,50,50,50
大愚著,1,48,48.0,44,44,44,44
泠然著,1,64,64.0,50,50,50,50
雲表著,1,34,34.0,28,30,31,31
耽章著,1,36,36.0,31,32,32,32
文秀著,1,32,32.0,27,29,30,29
常達著,1,384,384.0,50,50,50,50
良乂著,1,34,34.0,31,31,31,31
智亮著,1,72,72.0,50,50,50,50
韜光著,1,64,64.0,50,50,50,50
含曦著,1,52,52.0,39,46,47,48
龐蘊著,1,228,228.0,50,50,50,50
金地藏著,1,64,64.0,50,50,50,50
寶月著,1,95,95.0,50,50,50,50
恒超著,1,48,48.0,43,44,44,44
中寤著,1,64,64.0,50,50,50,50
道會著,1,24,24.0,23,23,22,21
利涉著,1,36,36.0,25,32,32,32
僧鳳著,1,48,48.0,44,44,44,44
辨才著,1,48,48.0,43,44,44,44
道恭著,1,48,48.0,43,44,44,44
海順著,1,233,233.0,50,50,50,50
豐幹著,1,144,144.0,50,50,50,50
拾得著,1,2276,2276.0,50,50,50,50
海印著,1,48,48.0,41,44,44,44
韓襄客著,1,15,15.0,15,14,13,12
蓮花妓著,1,36,36.0,30,32,32,32
懷浚著,1,72,72.0,26,45,50,50
淨顯著,1,50,50.0,45,46,46,46
悟清著,1,11,11.0,11,10,9,8
滄浩著,1,46,46.0,38,41,42,43
元礎著,1,23,23.0,21,22,21,20
爾鳥著,1,15,15.0,15,14,13,12
